CID_A,drug_A,CID_B,drug_B,enzyme_gene,direction,severity,DB_A,DB_B,drugbank_hard_proven
1775,Phenytoin,4212,Mitoxantrone,CYP3A4,induction,Unknown,DB00252,DB01204,No
1775,Phenytoin,4212,Mitoxantrone,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00252,DB01204,No
4205,Mirtazapine,60953,Capecitabine,CYP2C9,inhibition,Unknown,DB00370,DB01101,No
2662,Celecoxib,176870,Erlotinib,CYP2D6,inhibition,Unknown,DB00482,DB00530,No
3121,Valproic Acid,5426,Thalidomide,CYP3A5,induction,Moderate,DB00313,DB01041,No
3121,Valproic Acid,5426,Thalidomide,CYP2C19,inhibition,Moderate,DB00313,DB01041,No
3676,Lidocaine,60198,Exemestane,CYP3A4,inhibition,Unknown,DB00281,DB00990,No
4634,Oxybutynin,5291,Imatinib,CYP3A4,inhibition,Unknown,DB01062,DB00619,No
5391,Temazepam,60953,Capecitabine,CYP2C9,inhibition,Unknown,DB00231,DB01101,No
3899,Leflunomide,4943,Propofol,CYP1A2,inhibition,Unknown,DB01097,DB00818,No
3385,5-Fluorouracil,3559,Haloperidol,CYP2C9,inhibition,Unknown,DB00544,DB00502,No
2812,Clotrimazole,2907,Cyclophosphamide,ABCB1 (P-gp),transporter_induction,Unknown,DB00257,DB00531,No
2812,Clotrimazole,2907,Cyclophosphamide,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00257,DB00531,No
2812,Clotrimazole,2907,Cyclophosphamide,CYP3A4,induction,Unknown,DB00257,DB00531,No
2812,Clotrimazole,2907,Cyclophosphamide,CYP3A4,inhibition,Unknown,DB00257,DB00531,No
4205,Mirtazapine,5291,Imatinib,CYP2D6,induction,Moderate,DB00370,DB00619,No
4205,Mirtazapine,5291,Imatinib,CYP3A4,inhibition,Moderate,DB00370,DB00619,No
2187,Anastrozole,3339,Fenofibrate,CYP2C9,inhibition,Unknown,DB01217,DB01039,No
3902,Letrozole,5291,Imatinib,CYP3A4,inhibition,Unknown,DB01006,DB00619,No
2955,Dapsone,5291,Imatinib,CYP3A4,inhibition,Moderate,DB00250,DB00619,No
2955,Dapsone,5291,Imatinib,CYP2C9,induction,Moderate,DB00250,DB00619,No
4212,Mitoxantrone,34312,Oxcarbazepine,CYP3A4,induction,Unknown,DB01204,DB00776,No
4212,Mitoxantrone,34312,Oxcarbazepine,CYP3A4,inhibition,Unknown,DB01204,DB00776,No
3333,Felodipine,5291,Imatinib,ABCB1 (P-gp),transporter_inhibition,Moderate,DB01023,DB00619,No
3333,Felodipine,5291,Imatinib,CYP3A4,inhibition,Moderate,DB01023,DB00619,No
3333,Felodipine,3385,5-Fluorouracil,CYP2C9,inhibition,Unknown,DB01023,DB00544,No
2812,Clotrimazole,3899,Leflunomide,CYP2C9,inhibition,Major,DB00257,DB01097,No
5394,Temozolomide,110635,Tadalafil,CYP3A4,induction,Unknown,DB00853,DB00820,No
5394,Temozolomide,110635,Tadalafil,CYP3A4,inhibition,Unknown,DB00853,DB00820,No
2907,Cyclophosphamide,124087,Desloratadine,CYP2C9,inhibition,Unknown,DB00531,DB00967,No
2907,Cyclophosphamide,124087,Desloratadine,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00531,DB00967,No
2907,Cyclophosphamide,124087,Desloratadine,CYP2C9,induction,Unknown,DB00531,DB00967,No
3702,Indapamide,5291,Imatinib,CYP3A4,inhibition,Unknown,DB00808,DB00619,No
5426,Thalidomide,216239,Sorafenib,CYP3A5,induction,Moderate,DB01041,DB00398,No
5426,Thalidomide,216239,Sorafenib,CYP1A2,inhibition,Moderate,DB01041,DB00398,No
4205,Mirtazapine,123631,Gefitinib,CYP2D6,induction,Unknown,DB00370,DB00317,No
4205,Mirtazapine,123631,Gefitinib,CYP2C9,inhibition,Unknown,DB00370,DB00317,No
2662,Celecoxib,4539,Norfloxacin,CYP3A4,inhibition,Moderate,DB00482,DB01059,No
2662,Celecoxib,5215,Sulfadiazine,CYP2C9,inhibition,Moderate,DB00482,DB00359,No
4829,Pioglitazone,176870,Erlotinib,CYP2C8,inhibition,Unknown,DB01132,DB00530,No
4829,Pioglitazone,176870,Erlotinib,CYP3A4,induction,Unknown,DB01132,DB00530,No
34312,Oxcarbazepine,216239,Sorafenib,CYP3A4,inhibition,Moderate,DB00776,DB00398,No
34312,Oxcarbazepine,216239,Sorafenib,CYP3A4,induction,Moderate,DB00776,DB00398,No
2662,Celecoxib,13342,Vinblastine,CYP3A4,inhibition,Unknown,DB00482,DB00570,Yes
2895,Cyclobenzaprine,216239,Sorafenib,CYP1A2,inhibition,Unknown,DB00924,DB00398,No
3152,Donepezil,3385,5-Fluorouracil,CYP2C9,inhibition,Unknown,DB00843,DB00544,No
2955,Dapsone,5426,Thalidomide,CYP3A5,induction,Moderate,DB00250,DB01041,No
2955,Dapsone,5426,Thalidomide,CYP2C19,inhibition,Moderate,DB00250,DB01041,No
2662,Celecoxib,4748,Perphenazine,CYP2D6,inhibition,Moderate,DB00482,DB00850,No
3385,5-Fluorouracil,3386,Fluoxetine,CYP1A2,inhibition,Unknown,DB00544,DB00472,No
4205,Mirtazapine,216239,Sorafenib,CYP2D6,induction,Moderate,DB00370,DB00398,No
4205,Mirtazapine,216239,Sorafenib,CYP1A2,inhibition,Moderate,DB00370,DB00398,No
4158,Methylphenidate,123631,Gefitinib,CYP2D6,inhibition,Unknown,DB00422,DB00317,No
3961,Losartan,60953,Capecitabine,CYP2C9,inhibition,Unknown,DB00678,DB01101,No
3676,Lidocaine,3902,Letrozole,CYP2A6,inhibition,Unknown,DB00281,DB01006,No
3657,Hydroxyurea,4485,Nifedipine,CYP2D6,inhibition,Unknown,DB01005,DB01115,No
2554,Carbamazepine,123631,Gefitinib,CYP3A4,induction,Moderate,DB00564,DB00317,Yes
2554,Carbamazepine,123631,Gefitinib,ABCB1 (P-gp),transporter_inhibition,Moderate,DB00564,DB00317,Yes
2554,Carbamazepine,123631,Gefitinib,ABCB1 (P-gp),transporter_induction,Moderate,DB00564,DB00317,Yes
2554,Carbamazepine,123631,Gefitinib,CYP2C9,inhibition,Moderate,DB00564,DB00317,Yes
4236,Modafinil,5291,Imatinib,CYP1A2,induction,Minor,DB00745,DB00619,No
4236,Modafinil,5291,Imatinib,CYP3A4,inhibition,Minor,DB00745,DB00619,No
3152,Donepezil,5291,Imatinib,CYP3A4,inhibition,Minor,DB00843,DB00619,No
3333,Felodipine,123631,Gefitinib,ABCB1 (P-gp),transporter_inhibition,Unknown,DB01023,DB00317,No
3333,Felodipine,123631,Gefitinib,CYP2C9,inhibition,Unknown,DB01023,DB00317,No
3385,5-Fluorouracil,5426,Thalidomide,CYP2C9,inhibition,Major,DB00544,DB01041,No
2520,Verapamil,176870,Erlotinib,CYP2C8,inhibition,Moderate,DB00661,DB00530,No
2520,Verapamil,176870,Erlotinib,ABCB1 (P-gp),transporter_induction,Moderate,DB00661,DB00530,No
2520,Verapamil,176870,Erlotinib,ABCG2 (BCRP),transporter_inhibition,Moderate,DB00661,DB00530,No
2554,Carbamazepine,5291,Imatinib,ABCB1 (P-gp),transporter_induction,Major,DB00564,DB00619,Yes
2554,Carbamazepine,5291,Imatinib,ABCB1 (P-gp),transporter_inhibition,Major,DB00564,DB00619,Yes
2554,Carbamazepine,5291,Imatinib,CYP3A4,inhibition,Major,DB00564,DB00619,Yes
2554,Carbamazepine,5291,Imatinib,CYP1A2,induction,Major,DB00564,DB00619,Yes
4212,Mitoxantrone,4829,Pioglitazone,CYP3A4,inhibition,Unknown,DB01204,DB01132,No
4212,Mitoxantrone,4829,Pioglitazone,CYP3A4,induction,Unknown,DB01204,DB01132,No
4236,Modafinil,5426,Thalidomide,CYP3A5,induction,Unknown,DB00745,DB01041,No
4236,Modafinil,5426,Thalidomide,CYP2C19,inhibition,Unknown,DB00745,DB01041,No
2764,Ciprofloxacin,3690,Ifosfamide,CYP3A4,inhibition,Minor,DB00537,DB01181,No
2764,Ciprofloxacin,3690,Ifosfamide,CYP3A4,induction,Minor,DB00537,DB01181,No
3333,Felodipine,5394,Temozolomide,CYP3A4,inhibition,Unknown,DB01023,DB00853,No
3333,Felodipine,5394,Temozolomide,CYP3A4,induction,Unknown,DB01023,DB00853,No
2187,Anastrozole,5735,Zopiclone,CYP3A4,inhibition,Unknown,DB01217,DB01198,No
2520,Verapamil,104741,Fulvestrant,CYP3A4,inhibition,Unknown,DB00661,DB00947,No
3767,Isoniazid,5426,Thalidomide,CYP2E1,induction,Moderate,DB00951,DB01041,No
3767,Isoniazid,5426,Thalidomide,CYP2C19,inhibition,Moderate,DB00951,DB01041,No
2092,Alfuzosin,2375,Bicalutamide,CYP3A4,inhibition,Moderate,DB00346,DB01128,No
2576,Carisoprodol,5426,Thalidomide,CYP2C19,inhibition,Moderate,DB00395,DB01041,No
3902,Letrozole,4634,Oxybutynin,CYP3A4,inhibition,Unknown,DB01006,DB01062,No
2803,Clonidine,3657,Hydroxyurea,CYP2D6,inhibition,Unknown,DB00575,DB01005,No
2662,Celecoxib,74989,"3-(4-(4-Chlorophenyl)cyclohexyl)-4-hydroxynaphthalene-1,2-dione",CYP2C9,inhibition,Unknown,DB00482,DB01117,No
2662,Celecoxib,216239,Sorafenib,CYP3A4,inhibition,Unknown,DB00482,DB00398,No
2662,Celecoxib,216239,Sorafenib,ABCC4 (MRP4),transporter_inhibition,Unknown,DB00482,DB00398,No
3902,Letrozole,4212,Mitoxantrone,CYP3A4,inhibition,Unknown,DB01006,DB01204,No
3365,Fluconazole,3062316,Dasatinib,ABCB1 (P-gp),transporter_inhibition,Moderate,DB00196,DB01254,No
3365,Fluconazole,3062316,Dasatinib,CYP3A4,inhibition,Moderate,DB00196,DB01254,No
3121,Valproic Acid,5291,Imatinib,CYP3A4,inhibition,Unknown,DB00313,DB00619,No
4539,Norfloxacin,5394,Temozolomide,CYP3A4,inhibition,Minor,DB01059,DB00853,No
4539,Norfloxacin,5394,Temozolomide,CYP3A4,induction,Minor,DB01059,DB00853,No
3658,Hydroxyzine,123631,Gefitinib,CYP2D6,inhibition,Unknown,DB00557,DB00317,No
3902,Letrozole,5073,Risperidone,CYP3A4,inhibition,Unknown,DB01006,DB00734,No
2375,Bicalutamide,3883,Lansoprazole,CYP3A4,induction,Unknown,DB01128,DB00448,No
2375,Bicalutamide,3883,Lansoprazole,CYP3A4,inhibition,Unknown,DB01128,DB00448,No
4173,Metronidazole,60953,Capecitabine,CYP2C9,inhibition,Moderate,DB00916,DB01101,No
5090,Rofecoxib,5291,Imatinib,CYP3A4,induction,Unknown,DB00533,DB00619,No
5090,Rofecoxib,5291,Imatinib,CYP3A4,inhibition,Unknown,DB00533,DB00619,No
3690,Ifosfamide,4173,Metronidazole,CYP3A4,inhibition,Unknown,DB01181,DB00916,No
3690,Ifosfamide,4173,Metronidazole,CYP3A4,induction,Unknown,DB01181,DB00916,No
3690,Ifosfamide,5656,Venlafaxine,CYP3A4,inhibition,Moderate,DB01181,DB00285,No
3690,Ifosfamide,5656,Venlafaxine,CYP3A4,induction,Moderate,DB01181,DB00285,No
3488,Glibenclamide,5394,Temozolomide,CYP3A4,inhibition,Unknown,DB01016,DB00853,No
3488,Glibenclamide,5394,Temozolomide,CYP3A4,induction,Unknown,DB01016,DB00853,No
444,Bupropion,123631,Gefitinib,CYP2C9,inhibition,Unknown,DB01156,DB00317,No
4212,Mitoxantrone,4485,Nifedipine,ABCB1 (P-gp),transporter_induction,Moderate,DB01204,DB01115,No
4212,Mitoxantrone,4485,Nifedipine,ABCB1 (P-gp),transporter_inhibition,Moderate,DB01204,DB01115,No
4212,Mitoxantrone,4485,Nifedipine,CYP3A4,induction,Moderate,DB01204,DB01115,No
4212,Mitoxantrone,4485,Nifedipine,CYP3A4,inhibition,Moderate,DB01204,DB01115,No
3157,Doxazosin,5291,Imatinib,CYP2D6,inhibition,Unknown,DB00590,DB00619,No
3157,Doxazosin,5291,Imatinib,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00590,DB00619,No
4212,Mitoxantrone,5391,Temazepam,CYP3A4,inhibition,Unknown,DB01204,DB00231,No
4679,Pantoprazole,13342,Vinblastine,CYP3A4,inhibition,Unknown,DB00213,DB00570,No
4679,Pantoprazole,13342,Vinblastine,ABCB1 (P-gp),transporter_induction,Unknown,DB00213,DB00570,No
4679,Pantoprazole,13342,Vinblastine,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00213,DB00570,No
4679,Pantoprazole,13342,Vinblastine,CYP3A4,induction,Unknown,DB00213,DB00570,No
2801,Clomipramine,2907,Cyclophosphamide,ABCB1 (P-gp),transporter_inhibition,Unknown,DB01242,DB00531,No
2801,Clomipramine,2907,Cyclophosphamide,CYP3A4,induction,Unknown,DB01242,DB00531,No
2801,Clomipramine,2907,Cyclophosphamide,CYP3A4,inhibition,Unknown,DB01242,DB00531,No
2118,Alprazolam,216239,Sorafenib,CYP3A4,inhibition,Unknown,DB00404,DB00398,No
4173,Metronidazole,5453,Thiotepa,CYP3A4,inhibition,Unknown,DB00916,DB04572,No
3657,Hydroxyurea,4927,Promethazine,CYP2D6,inhibition,Unknown,DB01005,DB01069,No
2585,Carvedilol,123631,Gefitinib,ABCB1 (P-gp),transporter_inhibition,Unknown,DB01136,DB00317,No
2585,Carvedilol,123631,Gefitinib,CYP2C9,inhibition,Unknown,DB01136,DB00317,No
3658,Hydroxyzine,5291,Imatinib,CYP2D6,inhibition,Unknown,DB00557,DB00619,No
3957,Loratadine,60953,Capecitabine,CYP2C9,inhibition,Unknown,DB00455,DB01101,No
2153,Theophylline,3899,Leflunomide,CYP2C9,inhibition,Unknown,DB00277,DB01097,No
5656,Venlafaxine,3062316,Dasatinib,ABCB1 (P-gp),transporter_inhibition,Moderate,DB00285,DB01254,No
5656,Venlafaxine,3062316,Dasatinib,CYP3A4,inhibition,Moderate,DB00285,DB01254,No
5656,Venlafaxine,3062316,Dasatinib,ABCG2 (BCRP),transporter_induction,Moderate,DB00285,DB01254,No
119607,Valdecoxib,123631,Gefitinib,CYP2C9,inhibition,Unknown,DB00580,DB00317,No
2554,Carbamazepine,4212,Mitoxantrone,CYP3A4,induction,Unknown,DB00564,DB01204,No
2554,Carbamazepine,4212,Mitoxantrone,CYP3A4,inhibition,Unknown,DB00564,DB01204,No
2554,Carbamazepine,4212,Mitoxantrone,ABCB1 (P-gp),transporter_induction,Unknown,DB00564,DB01204,No
2554,Carbamazepine,4212,Mitoxantrone,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00564,DB01204,No
2801,Clomipramine,5291,Imatinib,ABCB1 (P-gp),transporter_inhibition,Moderate,DB01242,DB00619,No
2801,Clomipramine,5291,Imatinib,CYP3A4,inhibition,Moderate,DB01242,DB00619,No
3883,Lansoprazole,3062316,Dasatinib,ABCB1 (P-gp),transporter_inhibition,Major,DB00448,DB01254,Yes
3883,Lansoprazole,3062316,Dasatinib,CYP3A4,inhibition,Major,DB00448,DB01254,Yes
3883,Lansoprazole,3062316,Dasatinib,CYP1A2,induction,Major,DB00448,DB01254,Yes
2756,Cimetidine,3899,Leflunomide,CYP2C9,inhibition,Unknown,DB00501,DB01097,No
4946,Propranolol,123631,Gefitinib,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00571,DB00317,No
4946,Propranolol,123631,Gefitinib,CYP2C19,inhibition,Unknown,DB00571,DB00317,No
3749,Irbesartan,4212,Mitoxantrone,CYP3A4,inhibition,Unknown,DB01029,DB01204,No
3121,Valproic Acid,3062316,Dasatinib,CYP1A2,inhibition,Unknown,DB00313,DB01254,No
2520,Verapamil,5394,Temozolomide,CYP3A4,induction,Unknown,DB00661,DB00853,No
2520,Verapamil,5394,Temozolomide,CYP3A4,inhibition,Unknown,DB00661,DB00853,No
5291,Imatinib,34312,Oxcarbazepine,CYP3A4,induction,Moderate,DB00619,DB00776,No
5291,Imatinib,34312,Oxcarbazepine,CYP2C19,inhibition,Moderate,DB00619,DB00776,No
3339,Fenofibrate,60953,Capecitabine,CYP2C9,inhibition,Unknown,DB01039,DB01101,No
5291,Imatinib,71616,Voriconazole,CYP3A4,inhibition,Moderate,DB00619,DB00582,No
3902,Letrozole,4173,Metronidazole,CYP3A4,inhibition,Unknown,DB01006,DB00916,No
4543,Nortriptyline,123631,Gefitinib,CYP2C9,inhibition,Unknown,DB00540,DB00317,No
2478,Busulfan,3883,Lansoprazole,CYP3A4,induction,Unknown,DB01008,DB00448,No
2478,Busulfan,3883,Lansoprazole,CYP3A4,inhibition,Unknown,DB01008,DB00448,No
176870,Erlotinib,216239,Sorafenib,ABCB1 (P-gp),transporter_inhibition,Moderate,DB00530,DB00398,No
176870,Erlotinib,216239,Sorafenib,CYP1A2,inhibition,Moderate,DB00530,DB00398,No
3385,5-Fluorouracil,3476,"1H-Pyrrole-1-carboxamide, 3-ethyl-2,5-dihydro-4-methyl-N-2-4-(trans-4-methylcyclohexyl)aminocarbonylaminosulfonylphenylethyl-2-oxo-",CYP2C9,inhibition,Unknown,DB00544,DB00222,No
3657,Hydroxyurea,4158,Methylphenidate,CYP2D6,inhibition,Unknown,DB01005,DB00422,No
3121,Valproic Acid,176870,Erlotinib,CYP2C8,inhibition,Unknown,DB00313,DB00530,No
2907,Cyclophosphamide,104865,Bosentan,CYP3A4,induction,Moderate,DB00531,DB00559,No
2907,Cyclophosphamide,104865,Bosentan,CYP3A4,inhibition,Moderate,DB00531,DB00559,No
5035,Raloxifene,123631,Gefitinib,CYP3A4,inhibition,Unknown,DB00481,DB00317,No
5291,Imatinib,5656,Venlafaxine,ABCG2 (BCRP),transporter_induction,Moderate,DB00619,DB00285,No
5291,Imatinib,5656,Venlafaxine,CYP3A4,inhibition,Moderate,DB00619,DB00285,No
5291,Imatinib,5656,Venlafaxine,ABCB1 (P-gp),transporter_inhibition,Moderate,DB00619,DB00285,No
3121,Valproic Acid,3385,5-Fluorouracil,CYP2C9,inhibition,Unknown,DB00313,DB00544,No
3121,Valproic Acid,3385,5-Fluorouracil,CYP2A6,induction,Unknown,DB00313,DB00544,No
2764,Ciprofloxacin,5453,Thiotepa,CYP3A4,inhibition,Minor,DB00537,DB04572,No
1983,Acetaminophen,3397,Flutamide,CYP1A2,inhibition,Unknown,DB00316,DB00499,No
1983,Acetaminophen,3397,Flutamide,CYP3A4,induction,Unknown,DB00316,DB00499,No
2907,Cyclophosphamide,3899,Leflunomide,CYP2C9,induction,Major,DB00531,DB01097,No
2907,Cyclophosphamide,3899,Leflunomide,CYP2C9,inhibition,Major,DB00531,DB01097,No
4158,Methylphenidate,5291,Imatinib,CYP2D6,inhibition,Unknown,DB00422,DB00619,No
3715,Indomethacin,123631,Gefitinib,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00328,DB00317,No
3715,Indomethacin,123631,Gefitinib,CYP2C9,inhibition,Unknown,DB00328,DB00317,No
1046,Pyrazinamide,2907,Cyclophosphamide,CYP3A4,induction,Unknown,DB00339,DB00531,No
1046,Pyrazinamide,2907,Cyclophosphamide,CYP3A4,inhibition,Unknown,DB00339,DB00531,No
2764,Ciprofloxacin,176870,Erlotinib,CYP1A2,inhibition,Moderate,DB00537,DB00530,No
2764,Ciprofloxacin,176870,Erlotinib,ABCB1 (P-gp),transporter_inhibition,Moderate,DB00537,DB00530,No
3365,Fluconazole,104741,Fulvestrant,CYP3A4,inhibition,Unknown,DB00196,DB00947,No
2907,Cyclophosphamide,3784,Isradipine,CYP3A4,induction,Unknown,DB00531,DB00270,No
2907,Cyclophosphamide,3784,Isradipine,CYP3A4,inhibition,Unknown,DB00531,DB00270,No
4173,Metronidazole,104741,Fulvestrant,CYP3A4,inhibition,Unknown,DB00916,DB00947,No
4829,Pioglitazone,123631,Gefitinib,CYP2C9,inhibition,Unknown,DB01132,DB00317,No
4829,Pioglitazone,123631,Gefitinib,CYP3A4,induction,Unknown,DB01132,DB00317,No
2725,(+-)-Chlorpheniramine,2907,Cyclophosphamide,CYP3A4,induction,Unknown,DB01114,DB00531,No
2725,(+-)-Chlorpheniramine,2907,Cyclophosphamide,CYP3A4,inhibition,Unknown,DB01114,DB00531,No
3016,Diazepam,176870,Erlotinib,CYP2C8,inhibition,Unknown,DB00829,DB00530,No
2907,Cyclophosphamide,3702,Indapamide,CYP3A4,induction,Moderate,DB00531,DB00808,No
2907,Cyclophosphamide,3702,Indapamide,CYP3A4,inhibition,Moderate,DB00531,DB00808,No
3652,Hydroxychloroquine,5291,Imatinib,CYP2D6,inhibition,Moderate,DB01611,DB00619,No
2907,Cyclophosphamide,5735,Zopiclone,CYP3A4,induction,Unknown,DB00531,DB01198,No
2907,Cyclophosphamide,5735,Zopiclone,CYP3A4,inhibition,Unknown,DB00531,DB01198,No
2554,Carbamazepine,216239,Sorafenib,ABCB1 (P-gp),transporter_induction,Moderate,DB00564,DB00398,Yes
2554,Carbamazepine,216239,Sorafenib,ABCB1 (P-gp),transporter_inhibition,Moderate,DB00564,DB00398,Yes
2554,Carbamazepine,216239,Sorafenib,CYP1A2,inhibition,Moderate,DB00564,DB00398,Yes
2554,Carbamazepine,216239,Sorafenib,CYP1A2,induction,Moderate,DB00564,DB00398,Yes
3690,Ifosfamide,5394,Temozolomide,CYP3A4,inhibition,Moderate,DB01181,DB00853,No
3690,Ifosfamide,5394,Temozolomide,CYP3A4,induction,Moderate,DB01181,DB00853,No
1978,Acebutolol,3657,Hydroxyurea,CYP2D6,inhibition,Unknown,DB01193,DB01005,No
2187,Anastrozole,4205,Mirtazapine,CYP3A4,inhibition,Unknown,DB01217,DB00370,No
4236,Modafinil,216239,Sorafenib,CYP1A2,induction,Moderate,DB00745,DB00398,No
4236,Modafinil,216239,Sorafenib,CYP1A2,inhibition,Moderate,DB00745,DB00398,No
2118,Alprazolam,3690,Ifosfamide,CYP3A4,inhibition,Moderate,DB00404,DB01181,No
2118,Alprazolam,3690,Ifosfamide,CYP3A4,induction,Moderate,DB00404,DB01181,No
3365,Fluconazole,13342,Vinblastine,CYP3A4,inhibition,Moderate,DB00196,DB00570,Yes
3365,Fluconazole,13342,Vinblastine,ABCB1 (P-gp),transporter_inhibition,Moderate,DB00196,DB00570,Yes
3365,Fluconazole,13342,Vinblastine,ABCB1 (P-gp),transporter_induction,Moderate,DB00196,DB00570,Yes
2907,Cyclophosphamide,4158,Methylphenidate,CYP2D6,inhibition,Unknown,DB00531,DB00422,No
3152,Donepezil,4212,Mitoxantrone,CYP3A4,inhibition,Unknown,DB00843,DB01204,No
3690,Ifosfamide,4927,Promethazine,CYP2C9,induction,Moderate,DB01181,DB01069,No
3690,Ifosfamide,4927,Promethazine,CYP2C9,inhibition,Moderate,DB01181,DB01069,No
2578,Carmustine,2764,Ciprofloxacin,CYP1A2,inhibition,Minor,DB00262,DB00537,No
3961,Losartan,4212,Mitoxantrone,CYP3A4,inhibition,Unknown,DB00678,DB01204,No
3961,Losartan,4212,Mitoxantrone,ABCB1 (P-gp),transporter_induction,Unknown,DB00678,DB01204,No
3961,Losartan,4212,Mitoxantrone,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00678,DB01204,No
5035,Raloxifene,3062316,Dasatinib,CYP3A4,inhibition,Unknown,DB00481,DB01254,No
3152,Donepezil,3899,Leflunomide,CYP2C9,inhibition,Unknown,DB00843,DB01097,No
3657,Hydroxyurea,5095,Ropinirole,CYP2D6,inhibition,Unknown,DB01005,DB00268,No
34312,Oxcarbazepine,123631,Gefitinib,CYP3A4,induction,Moderate,DB00776,DB00317,No
34312,Oxcarbazepine,123631,Gefitinib,CYP2C19,inhibition,Moderate,DB00776,DB00317,No
3696,Imipramine,4212,Mitoxantrone,CYP3A4,inhibition,Unknown,DB00458,DB01204,No
3696,Imipramine,4212,Mitoxantrone,ABCB1 (P-gp),transporter_induction,Unknown,DB00458,DB01204,No
3696,Imipramine,4212,Mitoxantrone,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00458,DB01204,No
1775,Phenytoin,176870,Erlotinib,CYP2C8,inhibition,Moderate,DB00252,DB00530,Yes
1775,Phenytoin,176870,Erlotinib,CYP3A4,induction,Moderate,DB00252,DB00530,Yes
1775,Phenytoin,123631,Gefitinib,ABCB1 (P-gp),transporter_inhibition,Moderate,DB00252,DB00317,Yes
1775,Phenytoin,123631,Gefitinib,CYP3A4,induction,Moderate,DB00252,DB00317,Yes
1775,Phenytoin,123631,Gefitinib,CYP2C9,inhibition,Moderate,DB00252,DB00317,Yes
2477,Buspirone,2907,Cyclophosphamide,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00490,DB00531,No
2477,Buspirone,2907,Cyclophosphamide,CYP3A4,induction,Unknown,DB00490,DB00531,No
2477,Buspirone,2907,Cyclophosphamide,CYP3A4,inhibition,Unknown,DB00490,DB00531,No
2662,Celecoxib,71616,Voriconazole,CYP3A4,inhibition,Moderate,DB00482,DB00582,Yes
2083,Salbutamol,216239,Sorafenib,CYP3A4,inhibition,Moderate,DB01001,DB00398,No
4058,Meperidine,4212,Mitoxantrone,CYP3A4,inhibition,Unknown,DB00454,DB01204,No
4539,Norfloxacin,216239,Sorafenib,CYP1A2,inhibition,Moderate,DB01059,DB00398,No
2477,Buspirone,4212,Mitoxantrone,CYP3A4,inhibition,Unknown,DB00490,DB01204,No
2477,Buspirone,4212,Mitoxantrone,ABCB1 (P-gp),transporter_induction,Unknown,DB00490,DB01204,No
2477,Buspirone,4212,Mitoxantrone,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00490,DB01204,No
4463,Nevirapine,13342,Vinblastine,CYP3A4,inhibition,Moderate,DB00238,DB00570,No
4463,Nevirapine,13342,Vinblastine,CYP3A4,induction,Moderate,DB00238,DB00570,No
2662,Celecoxib,4659569,Tolcapone,CYP2C9,inhibition,Unknown,DB00482,DB00323,No
4158,Methylphenidate,216239,Sorafenib,CYP2D6,inhibition,Unknown,DB00422,DB00398,No
1775,Phenytoin,3690,Ifosfamide,CYP3A4,inhibition,Unknown,DB00252,DB01181,No
1775,Phenytoin,3690,Ifosfamide,CYP3A4,induction,Unknown,DB00252,DB01181,No
4205,Mirtazapine,5394,Temozolomide,CYP3A4,inhibition,Unknown,DB00370,DB00853,No
4205,Mirtazapine,5394,Temozolomide,CYP3A4,induction,Unknown,DB00370,DB00853,No
4485,Nifedipine,5394,Temozolomide,CYP3A4,inhibition,Unknown,DB01115,DB00853,No
4485,Nifedipine,5394,Temozolomide,CYP3A4,induction,Unknown,DB01115,DB00853,No
1978,Acebutolol,2375,Bicalutamide,CYP2D6,inhibition,Unknown,DB01193,DB01128,No
2907,Cyclophosphamide,5073,Risperidone,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00531,DB00734,No
2907,Cyclophosphamide,5073,Risperidone,CYP3A4,induction,Unknown,DB00531,DB00734,No
2907,Cyclophosphamide,5073,Risperidone,CYP3A4,inhibition,Unknown,DB00531,DB00734,No
4771,Phentermine,216239,Sorafenib,CYP2C9,induction,Unknown,DB00191,DB00398,No
4771,Phentermine,216239,Sorafenib,CYP1A2,inhibition,Unknown,DB00191,DB00398,No
3345,Fentanyl,13342,Vinblastine,CYP3A4,inhibition,Unknown,DB00813,DB00570,No
3345,Fentanyl,13342,Vinblastine,ABCB1 (P-gp),transporter_inhibition,Unknown,DB00813,DB00570,No
3345,Fentanyl,13342,Vinblastine,ABCB1 (P-gp),transporter_induction,Unknown,DB00813,DB00570,No
1775,Phenytoin,2187,Anastrozole,CYP3A4,inhibition,Unknown,DB00252,DB01217,No
1775,Phenytoin,2187,Anastrozole,CYP3A4,induction,Unknown,DB00252,DB01217,No
71616,Voriconazole,176870,Erlotinib,CYP3A4,inhibition,Moderate,DB00582,DB00530,Yes
123631,Gefitinib,1349907,Methimazole,CYP3A4,inhibition,Unknown,DB00317,DB00763,No
