CID_A,drug_A,CID_B,drug_B,enzyme_gene,uniprot,direction,severity
4583,Ofloxacin,5978,Vincristine,ABCC2 (MRP2),Q92887,transporter_inhibition,Minor
4112,"Methotrexate, (A+-)-",5978,Vincristine,ABCB1 (P-gp),P08183,transporter_inhibition,Moderate
4112,"Methotrexate, (A+-)-",5978,Vincristine,ABCB1 (P-gp),P08183,transporter_induction,Moderate
2019,Dactinomycin (USP),2907,Cyclophosphamide,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3715,Indomethacin,5978,Vincristine,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3715,Indomethacin,5978,Vincristine,ABCB1 (P-gp),P08183,transporter_induction,Unknown
38904,"Azane;cyclobutane-1,1-dicarboxylic acid;platinum",93860,"Bortezomib, (1S,2R)-",SLC31A1,O15431,transporter_inhibition,Moderate
5090,Rofecoxib,667490,6-Mercaptopurine,ABCC4 (MRP4),O15439,transporter_inhibition,Unknown
5978,Vincristine,68740,Zoledronic Acid,ABCC1,P33527,transporter_inhibition,Unknown
2812,Clotrimazole,4112,"Methotrexate, (A+-)-",ABCC2 (MRP2),Q92887,transporter_inhibition,Moderate
2812,Clotrimazole,4112,"Methotrexate, (A+-)-",ABCB1 (P-gp),P08183,transporter_induction,Moderate
3222,1-(2-{[1-(Ethoxycarbonyl)-3-phenylpropyl]amino}propanoyl)proline maleate,176870,Erlotinib,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
2719,Chloroquine,4112,"Methotrexate, (A+-)-",ABCB1 (P-gp),P08183,transporter_inhibition,Minor
4112,"Methotrexate, (A+-)-",124087,Desloratadine,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3672,"Ibuprofen, (+-)-",5978,Vincristine,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3672,"Ibuprofen, (+-)-",5978,Vincristine,ABCB1 (P-gp),P08183,transporter_induction,Unknown
2162,Amlodipine,216326,Lenalidomide,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
2801,Clomipramine,4112,"Methotrexate, (A+-)-",ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3365,Fluconazole,4112,"Methotrexate, (A+-)-",ABCB1 (P-gp),P08183,transporter_inhibition,Moderate
1690,Doxorubicin (Adriamycin) HCl,2520,Verapamil,ABCC1,P33527,transporter_inhibition,Moderate
3385,5-Fluorouracil,65999,Telmisartan,ABCG2 (BCRP),Q9UNQ0,transporter_inhibition,Unknown
2907,Cyclophosphamide,3157,Doxazosin,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
4679,Pantoprazole,38904,"Azane;cyclobutane-1,1-dicarboxylic acid;platinum",ABCG2 (BCRP),Q9UNQ0,transporter_inhibition,Moderate
4212,Mitoxantrone,4583,Ofloxacin,ABCC1,P33527,transporter_inhibition,Minor
4112,"Methotrexate, (A+-)-",4946,Propranolol,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
2662,Celecoxib,3108,Dipyridamole,ABCC4 (MRP4),O15439,transporter_inhibition,Moderate
3440,Furosemide,5376,"(E,Z)-Tamoxifen",ABCC2 (MRP2),Q92887,transporter_inhibition,Unknown
4112,"Methotrexate, (A+-)-",5656,Venlafaxine,ABCG2 (BCRP),Q9UNQ0,transporter_induction,Unknown
4112,"Methotrexate, (A+-)-",5656,Venlafaxine,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
1775,Phenytoin,4112,"Methotrexate, (A+-)-",ABCC2 (MRP2),Q92887,transporter_inhibition,Moderate
1690,Doxorubicin (Adriamycin) HCl,5076,"N-[3-hydroxy-5-[[3-methyl-2-[[[methyl-[(2-propan-2-yl-4-thiazolyl)methyl]amino]-oxomethyl]amino]-1-oxobutyl]amino]-1,6-diphenylhexan-2-yl]carbamic acid 5-thiazolylmethyl ester",ABCC1,P33527,transporter_inhibition,Moderate
1690,Doxorubicin (Adriamycin) HCl,5076,"N-[3-hydroxy-5-[[3-methyl-2-[[[methyl-[(2-propan-2-yl-4-thiazolyl)methyl]amino]-oxomethyl]amino]-1-oxobutyl]amino]-1,6-diphenylhexan-2-yl]carbamic acid 5-thiazolylmethyl ester",ABCC1,P33527,transporter_induction,Moderate
214,8-iso Prostaglandin E1,4112,"Methotrexate, (A+-)-",ABCC4 (MRP4),O15439,transporter_inhibition,Unknown
5358,Sumatriptan,5376,"(E,Z)-Tamoxifen",ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
5358,Sumatriptan,5376,"(E,Z)-Tamoxifen",ABCB1 (P-gp),P08183,transporter_induction,Unknown
4112,"Methotrexate, (A+-)-",5090,Rofecoxib,ABCC4 (MRP4),O15439,transporter_inhibition,Moderate
3672,"Ibuprofen, (+-)-",3062316,Dasatinib,ABCB1 (P-gp),P08183,transporter_inhibition,Major
3488,Glibenclamide,19090,Megestrol,ABCB1 (P-gp),P08183,transporter_inhibition,Moderate
4212,Mitoxantrone,4927,Promethazine,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
4212,Mitoxantrone,4927,Promethazine,ABCB1 (P-gp),P08183,transporter_induction,Unknown
3696,Imipramine,4112,"Methotrexate, (A+-)-",ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
2550,1-(2-Methyl-3-sulfanylpropanoyl)proline,2907,Cyclophosphamide,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
2907,Cyclophosphamide,4893,Prazosin,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
5978,Vincristine,38904,"Azane;cyclobutane-1,1-dicarboxylic acid;platinum",ABCC2 (MRP2),Q92887,transporter_inhibition,Moderate
2520,Verapamil,38904,"Azane;cyclobutane-1,1-dicarboxylic acid;platinum",ABCC2 (MRP2),Q92887,transporter_inhibition,Unknown
3157,Doxazosin,216326,Lenalidomide,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
4112,"Methotrexate, (A+-)-",5184,"9-Methyl-3-oxa-9-azatricyclo(3.3.1.02,4)nonan-7-yl tropate",ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
4112,"Methotrexate, (A+-)-",38904,"Azane;cyclobutane-1,1-dicarboxylic acid;platinum",ABCC2 (MRP2),Q92887,transporter_inhibition,Moderate
4212,Mitoxantrone,4691,"3-(1,3-Benzodioxol-5-yloxymethyl)-4-(4-fluorophenyl)piperidine",ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
4212,Mitoxantrone,4691,"3-(1,3-Benzodioxol-5-yloxymethyl)-4-(4-fluorophenyl)piperidine",ABCB1 (P-gp),P08183,transporter_induction,Unknown
2550,1-(2-Methyl-3-sulfanylpropanoyl)proline,5978,Vincristine,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
2550,1-(2-Methyl-3-sulfanylpropanoyl)proline,5978,Vincristine,ABCB1 (P-gp),P08183,transporter_induction,Unknown
3108,Dipyridamole,216326,Lenalidomide,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3108,Dipyridamole,123631,Gefitinib,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3883,Lansoprazole,119182,Clofarabine,ABCG2 (BCRP),Q9UNQ0,transporter_inhibition,Unknown
3222,1-(2-{[1-(Ethoxycarbonyl)-3-phenylpropyl]amino}propanoyl)proline maleate,216326,Lenalidomide,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3961,Losartan,216326,Lenalidomide,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
1690,Doxorubicin (Adriamycin) HCl,3672,"Ibuprofen, (+-)-",ABCC1,P33527,transporter_inhibition,Unknown
4171,Metoprolol,4212,Mitoxantrone,ABCB1 (P-gp),P08183,transporter_induction,Unknown
4171,Metoprolol,4212,Mitoxantrone,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
2477,Buspirone,216326,Lenalidomide,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3961,Losartan,4112,"Methotrexate, (A+-)-",SLCO1B1 (OATP1B1),Q4U2R8,transporter_inhibition,Unknown
2585,Carvedilol,4112,"Methotrexate, (A+-)-",ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
1690,Doxorubicin (Adriamycin) HCl,3488,Glibenclamide,ABCC1,P33527,transporter_inhibition,Unknown
4112,"Methotrexate, (A+-)-",5401,Terazosin,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3333,Felodipine,216326,Lenalidomide,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
5401,Terazosin,216326,Lenalidomide,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
2267,Azelastine,4112,"Methotrexate, (A+-)-",ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
4112,"Methotrexate, (A+-)-",4829,Pioglitazone,SLCO1B1,Q9Y6L6,transporter_inhibition,Moderate
3878,Lamotrigine,5291,Imatinib,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3883,Lansoprazole,38904,"Azane;cyclobutane-1,1-dicarboxylic acid;platinum",ABCG2 (BCRP),Q9UNQ0,transporter_inhibition,Moderate
4679,Pantoprazole,119182,Clofarabine,ABCG2 (BCRP),Q9UNQ0,transporter_inhibition,Unknown
3222,1-(2-{[1-(Ethoxycarbonyl)-3-phenylpropyl]amino}propanoyl)proline maleate,4112,"Methotrexate, (A+-)-",SLCO1B1 (OATP1B1),Q4U2R8,transporter_inhibition,Moderate
2764,Ciprofloxacin,4112,"Methotrexate, (A+-)-",ABCB1 (P-gp),P08183,transporter_inhibition,Moderate
3032,Arthrotec,4112,"Methotrexate, (A+-)-",ABCC1,P33527,transporter_inhibition,Major
2471,Bumetanide,3385,5-Fluorouracil,SLC22A7,Q9Y694,transporter_inhibition,Unknown
2019,Dactinomycin (USP),3121,Valproic Acid,SLC22A5,O76082,transporter_inhibition,Unknown
2477,Buspirone,4112,"Methotrexate, (A+-)-",ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
4679,Pantoprazole,5746,Mitomycin C,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
2554,Carbamazepine,19090,Megestrol,ABCB1 (P-gp),P08183,transporter_induction,Moderate
2554,Carbamazepine,19090,Megestrol,ABCB1 (P-gp),P08183,transporter_inhibition,Moderate
2907,Cyclophosphamide,3108,Dipyridamole,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
2019,Dactinomycin (USP),5978,Vincristine,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
2019,Dactinomycin (USP),5978,Vincristine,ABCB1 (P-gp),P08183,transporter_induction,Unknown
3308,Etodolac,4112,"Methotrexate, (A+-)-",SLCO1B1 (OATP1B1),Q4U2R8,transporter_inhibition,Major
1690,Doxorubicin (Adriamycin) HCl,13342,Vinblastine,ABCC1,P33527,transporter_inhibition,Minor
1690,Doxorubicin (Adriamycin) HCl,13342,Vinblastine,ABCC1,P33527,transporter_induction,Minor
2907,Cyclophosphamide,5184,"9-Methyl-3-oxa-9-azatricyclo(3.3.1.02,4)nonan-7-yl tropate",ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3672,"Ibuprofen, (+-)-",4112,"Methotrexate, (A+-)-",ABCC1,P33527,transporter_inhibition,Major
1775,Phenytoin,19090,Megestrol,ABCB1 (P-gp),P08183,transporter_inhibition,Moderate
3954,Loperamide(1+),216326,Lenalidomide,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3440,Furosemide,216239,Sorafenib,ABCC2 (MRP2),Q92887,transporter_inhibition,Unknown
1690,Doxorubicin (Adriamycin) HCl,5978,Vincristine,ABCC1,P33527,transporter_inhibition,Minor
2244,Aspirin,4112,"Methotrexate, (A+-)-",SLCO1B1 (OATP1B1),Q4U2R8,transporter_inhibition,Major
4212,Mitoxantrone,68740,Zoledronic Acid,ABCC1,P33527,transporter_inhibition,Unknown
3463,Gemfibrozil,4112,"Methotrexate, (A+-)-",SLCO1B1,Q9Y6L6,transporter_inhibition,Moderate
5291,Imatinib,59708,alpha-ethyl-2-oxo-1-Pyrrolidineacetamide,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3962,"8-(2-(4-Hydroxy-6-oxooxan-2-yl)ethyl)-3,7-dimethyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl 2-methylbutanoate",216326,Lenalidomide,ABCB1 (P-gp),P08183,transporter_inhibition,Major
4171,Metoprolol,216326,Lenalidomide,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
4691,"3-(1,3-Benzodioxol-5-yloxymethyl)-4-(4-fluorophenyl)piperidine",3062316,Dasatinib,ABCB1 (P-gp),P08183,transporter_inhibition,Moderate
5401,Terazosin,216239,Sorafenib,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
2244,Aspirin,4212,Mitoxantrone,ABCB1 (P-gp),P08183,transporter_induction,Unknown
2244,Aspirin,4212,Mitoxantrone,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3394,Flurbiprofen,4112,"Methotrexate, (A+-)-",SLCO1B1 (OATP1B1),Q4U2R8,transporter_inhibition,Major
2244,Aspirin,3062316,Dasatinib,ABCB1 (P-gp),P08183,transporter_inhibition,Major
3672,"Ibuprofen, (+-)-",4212,Mitoxantrone,ABCB1 (P-gp),P08183,transporter_induction,Unknown
3672,"Ibuprofen, (+-)-",4212,Mitoxantrone,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
4112,"Methotrexate, (A+-)-",4499,Nisoldipine,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
2244,Aspirin,5978,Vincristine,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
2244,Aspirin,5978,Vincristine,ABCB1 (P-gp),P08183,transporter_induction,Unknown
2162,Amlodipine,4112,"Methotrexate, (A+-)-",ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
4411,"5-[3-(Tert-butylamino)-2-hydroxypropoxy]-1,2,3,4-tetrahydronaphthalene-2,3-diol",216239,Sorafenib,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
4691,"3-(1,3-Benzodioxol-5-yloxymethyl)-4-(4-fluorophenyl)piperidine",216326,Lenalidomide,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3793,Itrizole,216326,Lenalidomide,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3222,1-(2-{[1-(Ethoxycarbonyl)-3-phenylpropyl]amino}propanoyl)proline maleate,3062316,Dasatinib,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
5291,Imatinib,38904,"Azane;cyclobutane-1,1-dicarboxylic acid;platinum",ABCG2 (BCRP),Q9UNQ0,transporter_inhibition,Moderate
3386,Fluoxetine,4112,"Methotrexate, (A+-)-",ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
4927,Promethazine,216326,Lenalidomide,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3121,Valproic Acid,667490,6-Mercaptopurine,SLCO1B3? (OATP),Q8TCC7,transporter_inhibition,Unknown
3157,Doxazosin,4112,"Methotrexate, (A+-)-",ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
2250,Atorvastatin EP Impurity B,216326,Lenalidomide,ABCB1 (P-gp),P08183,transporter_inhibition,Major
3440,Furosemide,5978,Vincristine,ABCC2 (MRP2),Q92887,transporter_inhibition,Unknown
2019,Dactinomycin (USP),2162,Amlodipine,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
4112,"Methotrexate, (A+-)-",68740,Zoledronic Acid,ABCC1,P33527,transporter_inhibition,Moderate
2662,Celecoxib,4112,"Methotrexate, (A+-)-",ABCC4 (MRP4),O15439,transporter_inhibition,Moderate
5746,Mitomycin C,123631,Gefitinib,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
4112,"Methotrexate, (A+-)-",13342,Vinblastine,ABCB1 (P-gp),P08183,transporter_inhibition,Moderate
4112,"Methotrexate, (A+-)-",13342,Vinblastine,ABCB1 (P-gp),P08183,transporter_induction,Moderate
1690,Doxorubicin (Adriamycin) HCl,3032,Arthrotec,ABCC1,P33527,transporter_inhibition,Unknown
2708,Chlorambucil,54454,Simvastatin,SLCO1A2 (OATP1A2),P46721,transporter_inhibition,Unknown
2907,Cyclophosphamide,59708,alpha-ethyl-2-oxo-1-Pyrrolidineacetamide,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
2907,Cyclophosphamide,216326,Lenalidomide,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3440,Furosemide,14888,Arsenic Trioxide,ABCC2 (MRP2),Q92887,transporter_inhibition,Major
3440,Furosemide,14888,Arsenic Trioxide,ABCC2 (MRP2),Q92887,transporter_induction,Major
3957,Loratadine,216326,Lenalidomide,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
59708,alpha-ethyl-2-oxo-1-Pyrrolidineacetamide,123631,Gefitinib,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
4212,Mitoxantrone,38904,"Azane;cyclobutane-1,1-dicarboxylic acid;platinum",ABCG2 (BCRP),Q9UNQ0,transporter_inhibition,Moderate
38904,"Azane;cyclobutane-1,1-dicarboxylic acid;platinum",216239,Sorafenib,ABCC2 (MRP2),Q92887,transporter_inhibition,Major
2585,Carvedilol,176870,Erlotinib,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3954,Loperamide(1+),5746,Mitomycin C,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
5978,Vincristine,216326,Lenalidomide,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
5978,Vincristine,216326,Lenalidomide,ABCB1 (P-gp),P08183,transporter_induction,Unknown
4112,"Methotrexate, (A+-)-",4932,Propafenone,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
4171,Metoprolol,14888,Arsenic Trioxide,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
4212,Mitoxantrone,5358,Sumatriptan,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
4212,Mitoxantrone,5358,Sumatriptan,ABCB1 (P-gp),P08183,transporter_induction,Unknown
3823,"1-(4-(4-((2-(2,4-Dichlorophenyl)-2-(1H-imidazol-1-ylmethyl)-1,3-dioxolan-4-yl)methoxy)phenyl)piperazin-1-yl)ethanone",216326,Lenalidomide,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3386,Fluoxetine,216326,Lenalidomide,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
13342,Vinblastine,68740,Zoledronic Acid,ABCC1,P33527,transporter_inhibition,Unknown
13342,Vinblastine,68740,Zoledronic Acid,ABCC1,P33527,transporter_induction,Unknown
4112,"Methotrexate, (A+-)-",4506,Nitrazepam,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
4112,"Methotrexate, (A+-)-",5076,"N-[3-hydroxy-5-[[3-methyl-2-[[[methyl-[(2-propan-2-yl-4-thiazolyl)methyl]amino]-oxomethyl]amino]-1-oxobutyl]amino]-1,6-diphenylhexan-2-yl]carbamic acid 5-thiazolylmethyl ester",ABCB1 (P-gp),P08183,transporter_inhibition,Moderate
4112,"Methotrexate, (A+-)-",5076,"N-[3-hydroxy-5-[[3-methyl-2-[[[methyl-[(2-propan-2-yl-4-thiazolyl)methyl]amino]-oxomethyl]amino]-1-oxobutyl]amino]-1,6-diphenylhexan-2-yl]carbamic acid 5-thiazolylmethyl ester",ABCB1 (P-gp),P08183,transporter_induction,Moderate
3954,Loperamide(1+),3062316,Dasatinib,ABCB1 (P-gp),P08183,transporter_inhibition,Moderate
1983,Acetaminophen,2019,Dactinomycin (USP),ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3385,5-Fluorouracil,4112,"Methotrexate, (A+-)-",ABCC3,O15438,transporter_inhibition,Moderate
3715,Indomethacin,38904,"Azane;cyclobutane-1,1-dicarboxylic acid;platinum",ABCC2 (MRP2),Q92887,transporter_inhibition,Unknown
4091,Metformin,5978,Vincristine,SLC22A3,O75751,transporter_inhibition,Unknown
4513,Nizatidine,5978,Vincristine,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
4513,Nizatidine,5978,Vincristine,ABCB1 (P-gp),P08183,transporter_induction,Unknown
3672,"Ibuprofen, (+-)-",667490,6-Mercaptopurine,SLCO1B3? (OATP),Q8TCC7,transporter_inhibition,Unknown
3108,Dipyridamole,4112,"Methotrexate, (A+-)-",ABCC4 (MRP4),O15439,transporter_inhibition,Unknown
3954,Loperamide(1+),4112,"Methotrexate, (A+-)-",ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
4112,"Methotrexate, (A+-)-",4189,Miconazole,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3488,Glibenclamide,4112,"Methotrexate, (A+-)-",ABCC2 (MRP2),Q92887,transporter_inhibition,Unknown
4946,Propranolol,216326,Lenalidomide,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3157,Doxazosin,5978,Vincristine,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3157,Doxazosin,5978,Vincristine,ABCB1 (P-gp),P08183,transporter_induction,Unknown
4171,Metoprolol,3062316,Dasatinib,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
2019,Dactinomycin (USP),2554,Carbamazepine,ABCB1 (P-gp),P08183,transporter_induction,Unknown
2019,Dactinomycin (USP),2554,Carbamazepine,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
2019,Dactinomycin (USP),4112,"Methotrexate, (A+-)-",ABCC1,P33527,transporter_inhibition,Unknown
3823,"1-(4-(4-((2-(2,4-Dichlorophenyl)-2-(1H-imidazol-1-ylmethyl)-1,3-dioxolan-4-yl)methoxy)phenyl)piperazin-1-yl)ethanone",4112,"Methotrexate, (A+-)-",ABCB1 (P-gp),P08183,transporter_inhibition,Moderate
3878,Lamotrigine,5376,"(E,Z)-Tamoxifen",ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3878,Lamotrigine,5376,"(E,Z)-Tamoxifen",ABCB1 (P-gp),P08183,transporter_induction,Unknown
65999,Telmisartan,176870,Erlotinib,ABCG2 (BCRP),Q9UNQ0,transporter_inhibition,Unknown
2171,"6-(2-Amino(4-hydroxyphenyl)acetamido)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo(3.2.0)heptane-2-carboxylic acid",4112,"Methotrexate, (A+-)-",SLCO1B1 (OATP1B1),Q4U2R8,transporter_inhibition,Major
2806,(RS)-Clopidogrel,3062316,Dasatinib,ABCB1 (P-gp),P08183,transporter_inhibition,Major
38904,"Azane;cyclobutane-1,1-dicarboxylic acid;platinum",65999,Telmisartan,ABCC2 (MRP2),Q92887,transporter_inhibition,Unknown
4485,Nifedipine,216326,Lenalidomide,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
4485,Nifedipine,216326,Lenalidomide,ABCB1 (P-gp),P08183,transporter_induction,Unknown
5076,"N-[3-hydroxy-5-[[3-methyl-2-[[[methyl-[(2-propan-2-yl-4-thiazolyl)methyl]amino]-oxomethyl]amino]-1-oxobutyl]amino]-1,6-diphenylhexan-2-yl]carbamic acid 5-thiazolylmethyl ester",38904,"Azane;cyclobutane-1,1-dicarboxylic acid;platinum",ABCG2 (BCRP),Q9UNQ0,transporter_inhibition,Unknown
5076,"N-[3-hydroxy-5-[[3-methyl-2-[[[methyl-[(2-propan-2-yl-4-thiazolyl)methyl]amino]-oxomethyl]amino]-1-oxobutyl]amino]-1,6-diphenylhexan-2-yl]carbamic acid 5-thiazolylmethyl ester",38904,"Azane;cyclobutane-1,1-dicarboxylic acid;platinum",ABCC2 (MRP2),Q92887,transporter_induction,Unknown
3108,Dipyridamole,5978,Vincristine,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3108,Dipyridamole,5978,Vincristine,ABCB1 (P-gp),P08183,transporter_induction,Unknown
5376,"(E,Z)-Tamoxifen",5746,Mitomycin C,ABCB1 (P-gp),P08183,transporter_inhibition,Moderate
5376,"(E,Z)-Tamoxifen",5746,Mitomycin C,ABCB1 (P-gp),P08183,transporter_induction,Moderate
2907,Cyclophosphamide,5746,Mitomycin C,ABCB1 (P-gp),P08183,transporter_inhibition,Moderate
3108,Dipyridamole,5746,Mitomycin C,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
2250,Atorvastatin EP Impurity B,4112,"Methotrexate, (A+-)-",ABCC2 (MRP2),Q92887,transporter_inhibition,Moderate
2662,Celecoxib,667490,6-Mercaptopurine,ABCC4 (MRP4),O15439,transporter_inhibition,Unknown
3333,Felodipine,5746,Mitomycin C,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3385,5-Fluorouracil,5978,Vincristine,ABCC3,O15438,transporter_inhibition,Minor
5376,"(E,Z)-Tamoxifen",216326,Lenalidomide,ABCB1 (P-gp),P08183,transporter_inhibition,Major
5376,"(E,Z)-Tamoxifen",216326,Lenalidomide,ABCB1 (P-gp),P08183,transporter_induction,Major
3032,Arthrotec,5746,Mitomycin C,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
1690,Doxorubicin (Adriamycin) HCl,3255,"6-((4-(Dimethylamino)-3-hydroxy-6-methyloxan-2-yl)oxy)-14-ethyl-7,12,13-trihydroxy-4-((5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl)oxy)-3,5,7,9,11,13-hexamethyl-1-oxacyclotetradecane-2,10-dione",ABCC1,P33527,transporter_inhibition,Moderate
2764,Ciprofloxacin,5746,Mitomycin C,ABCB1 (P-gp),P08183,transporter_inhibition,Minor
59708,alpha-ethyl-2-oxo-1-Pyrrolidineacetamide,216239,Sorafenib,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
2585,Carvedilol,3062316,Dasatinib,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
4212,Mitoxantrone,59708,alpha-ethyl-2-oxo-1-Pyrrolidineacetamide,ABCB1 (P-gp),P08183,transporter_induction,Unknown
4212,Mitoxantrone,59708,alpha-ethyl-2-oxo-1-Pyrrolidineacetamide,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
4691,"3-(1,3-Benzodioxol-5-yloxymethyl)-4-(4-fluorophenyl)piperidine",14888,Arsenic Trioxide,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
4212,Mitoxantrone,5746,Mitomycin C,ABCB1 (P-gp),P08183,transporter_inhibition,Moderate
4212,Mitoxantrone,5746,Mitomycin C,ABCB1 (P-gp),P08183,transporter_induction,Moderate
2907,Cyclophosphamide,5401,Terazosin,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3348,Fexofenadine,5978,Vincristine,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3348,Fexofenadine,5978,Vincristine,ABCB1 (P-gp),P08183,transporter_induction,Unknown
2520,Verapamil,667490,6-Mercaptopurine,ABCC4 (MRP4),O15439,transporter_inhibition,Unknown
4112,"Methotrexate, (A+-)-",5746,Mitomycin C,ABCB1 (P-gp),P08183,transporter_inhibition,Moderate
2019,Dactinomycin (USP),2550,1-(2-Methyl-3-sulfanylpropanoyl)proline,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3157,Doxazosin,176870,Erlotinib,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
5746,Mitomycin C,54454,Simvastatin,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
3016,Diazepam,5746,Mitomycin C,ABCB1 (P-gp),P08183,transporter_inhibition,Unknown
