enzyme,HPO,AE_name,observed,expected,log2FE,p,q
CYP2D6,HP:0000870,Increased circulating prolactin concentration,70,40.7,0.78,8.134637612969478e-06,0.0002938352745245517
CYP2D6,HP:0000622,Blurred vision,638,540.0,0.24,1.054143086530074e-05,0.00035739149381041544
CYP2D6,HP:0003077,Hyperlipidemia,496,411.4,0.27,1.41004086043964e-05,0.00046981102806889735
CYP2D6,HP:0012076,Borderline personality disorder,57,32.0,0.83,2.0682079842438213e-05,0.000649888118626209
CYP2D6,HP:0000103,Polyuria,223,169.3,0.4,2.293656420137344e-05,0.0007149179083734544
CYP2D6,HP:0000498,Blepharitis,77,48.9,0.66,6.459228048734241e-05,0.001590122064226614
CYP2D6,HP:0001735,Acute pancreatitis,326,264.6,0.3,8.195791184743362e-05,0.0019553538845082158
CYP2D6,HP:0000833,Glucose intolerance,136,97.8,0.48,8.326197520503833e-05,0.0019742793507206945
CYP2D6,HP:0003394,Muscle spasm,239,187.3,0.35,8.90992650612816e-05,0.002076834309999473
CYP2D6,HP:0003763,Bruxism,528,449.2,0.23,8.919909326259056e-05,0.002076834309999473
CYP2D6,HP:0002357,Aphasia,178,134.2,0.41,9.94595547436126e-05,0.002234948715605016
CYP2D6,HP:0002329,Drowsiness,703,612.4,0.2,0.00010444658628089194,0.0023334454102638576
CYP2D6,HP:0002123,Generalized myoclonic seizure,45,25.2,0.83,0.0001348134316948983,0.002831814747286858
CYP2D6,HP:0012876,Premature ejaculation,61,37.6,0.7,0.00015505248230377564,0.003154093916337331
CYP2D6,HP:0002725,Systemic lupus erythematosus,211,164.5,0.36,0.00016521622602892993,0.0032777560911417957
CYP2D6,HP:0001041,Facial erythema,125,90.3,0.47,0.00018623998512879683,0.003617173580516582
CYP2D6,HP:0002617,Vascular dilatation,150,112.1,0.42,0.0002230763841224238,0.004182266742198577
CYP2D6,HP:0001953,Diabetic ketoacidosis,223,176.1,0.34,0.00022399203509317092,0.004182266742198577
CYP2D6,HP:0001742,Nasal congestion,344,284.8,0.27,0.00022074787505463843,0.004182266742198577
CYP2D6,HP:0030833,Neck pain,511,438.7,0.22,0.0002471006090433089,0.004547927935285401
CYP2D6,HP:0000541,Retinal detachment,122,88.5,0.46,0.0002560074581575276,0.004645393548257484
CYP2D6,HP:0012538,Gluten intolerance,88,60.3,0.55,0.0002930743354058771,0.005172293636272671
CYP2D6,HP:0012228,Tension-type headache,101,71.1,0.51,0.00029447919652253376,0.005173464066179968
CYP2D6,HP:0100660,Dyskinesia,361,302.1,0.26,0.0003376018165864363,0.005799248982695895
CYP2D6,HP:0100785,Insomnia,677,596.5,0.18,0.00041444010620461376,0.0067021381191666625
CYP2D6,HP:0200023,Priapism,42,24.5,0.78,0.00048767247830635945,0.007724812002680653
CYP2D6,HP:0004950,Peripheral arterial stenosis,271,222.0,0.29,0.0005184308116588884,0.008112287801868841
CYP2D6,HP:0000978,Bruising susceptibility,409,349.4,0.23,0.0006579494330466493,0.009715272123512418
CYP2D6,HP:0002307,Drooling,144,109.9,0.39,0.0006803262841499191,0.009960079879694838
CYP2D6,HP:0000017,Nocturia,241,196.5,0.29,0.0007669639079413597,0.010911590768122205
CYP2D6,HP:0002487,Hyperkinetic movements,671,596.5,0.17,0.000977468256755557,0.013163466245157586
CYP2D6,HP:0003124,Hypercholesterolemia,674,600.0,0.17,0.0010789702059696695,0.014088580561056665
CYP2D6,HP:0400008,Menometrorrhagia,38,22.4,0.76,0.0011171004795837503,0.014401577369784927
CYP2D6,HP:0000613,Photophobia,208,168.2,0.31,0.0011361101342398177,0.014588258036002973
CYP2D6,HP:0000822,Hypertension,1380,1275.1,0.11,0.001287693599028998,0.0162115171343553
CYP2D6,HP:0030127,Endometriosis,55,36.0,0.61,0.0013334883472365063,0.016679393081129763
CYP2D6,HP:0100022,Abnormality of movement,243,200.7,0.28,0.0014199605211585478,0.017478176478591678
CYP2D6,HP:0006000,Ureteral obstruction,158,125.1,0.34,0.0017980291680135577,0.021116426306012084
CYP2D6,HP:0010524,Disturbed sensory perception,39,23.8,0.71,0.0018360675573392256,0.02137470213589189
CYP2D6,HP:0030834,Shoulder pain,217,178.4,0.28,0.0019991002392358097,0.02306424604372061
CYP2D6,HP:0000020,Urinary incontinence,507,447.7,0.18,0.0022832253921765563,0.02580311737065026
CYP2D6,HP:0000646,Amblyopia,26,14.6,0.83,0.0031150882708622474,0.03262822809453275
CYP2D6,HP:0000739,Anxiety,795,723.7,0.14,0.0034434718729887156,0.03544359082275554
CYP2D6,HP:0030157,Flank pain,248,209.1,0.25,0.0035723720282556572,0.03642000138899188
CYP2D6,HP:0000138,Ovarian cyst,193,159.4,0.28,0.003972220508531571,0.039265044157223844
CYP2D6,HP:0001061,Acne,190,156.8,0.28,0.004178586714674356,0.04099045089395022
CYP2D6,HP:0001634,Mitral valve prolapse,145,116.5,0.32,0.004420499166414684,0.04250057034376307
CYP2D6,HP:0000805,Enuresis,71,51.7,0.46,0.004617906793616867,0.043839130387999574
CYP2D6,HP:0012203,Unusual fungal nail infection,126,99.8,0.34,0.00489940369478662,0.04466083792535445
CYP2D6,HP:0001065,Striae distensae,51,35.1,0.54,0.005240927557906318,0.04710740700304167
CYP3A4,HP:0010992,Stress urinary incontinence,889,749.0,0.25,1.7682554241820237e-11,3.796837341368623e-09
CYP3A4,HP:0030159,Cervical polyp,158,114.6,0.46,1.0368879967107764e-07,7.561456806202171e-06
CYP3A4,HP:0000388,Otitis media,919,807.2,0.19,1.6964189351779867e-07,1.1034766094572752e-05
CYP3A4,HP:0030683,Recurrent bacterial vaginosis,790,697.1,0.18,2.637248635286513e-06,0.0001185228601788648
CYP3A4,HP:0002385,Paraparesis,253,203.9,0.31,4.9185583035863855e-06,0.00019202250346829676
CYP3A4,HP:0010783,Erythema,5487,5249.9,0.06,9.496512358399587e-06,0.0003277144666537
CYP3A4,HP:0000206,Glossitis,419,357.1,0.23,1.1922072971420746e-05,0.0004006853220394885
CYP3A4,HP:0030050,Cataplexy,3639,3454.1,0.08,2.0444073906729508e-05,0.0006476749643402422
CYP3A4,HP:0001105,Retinal atrophy,107,78.9,0.44,2.800462756077862e-05,0.0008456084806438231
CYP3A4,HP:0000967,Petechiae,987,894.8,0.14,3.219314195869264e-05,0.0009498205623690613
CYP3A4,HP:0200036,Skin nodule,667,592.5,0.17,3.7780940456729786e-05,0.001081654332335264
CYP3A4,HP:0100812,Halitosis,453,392.4,0.21,3.9337721625000416e-05,0.001109783168471727
CYP3A4,HP:0012075,Personality disorder,775,695.1,0.16,4.339685569235852e-05,0.0011895662925600402
CYP3A4,HP:0001007,Hirsutism,205,166.1,0.3,5.444254218339252e-05,0.001402802836925414
CYP3A4,HP:0000019,Urinary hesitancy,723,646.9,0.16,5.409147569180085e-05,0.001402802836925414
CYP3A4,HP:0001648,Cor pulmonale,450,391.1,0.2,6.156631505665305e-05,0.0015351858560900904
CYP3A4,HP:0200114,Metabolic alkalosis,952,865.7,0.14,7.227726948344934e-05,0.0017569285946763
CYP3A4,HP:0002665,Lymphoma,1017,929.2,0.13,9.503023231947867e-05,0.002180738316053464
CYP3A4,HP:0000225,Gingival bleeding,965,880.7,0.13,0.00011529394986886448,0.002531881342290689
CYP3A4,HP:0003763,Bruxism,2806,2660.2,0.08,0.00011622847113417903,0.0025379832821107455
CYP3A4,HP:0012174,Glioblastoma multiforme,262,220.1,0.25,0.00014160120303163045,0.0029565587835621
CYP3A4,HP:0030448,Soft tissue sarcoma,155,123.7,0.33,0.00016537191145476072,0.0032777560911417957
CYP3A4,HP:0002783,Recurrent lower respiratory tract infections,1203,1111.5,0.11,0.00018557956560664212,0.003617173580516582
CYP3A4,HP:0011999,Paranoia,1458,1357.7,0.1,0.0002051556668683079,0.003925379467554505
CYP3A4,HP:0030757,Tooth abscess,1312,1218.6,0.11,0.0002594404188978766,0.004663894042047875
CYP3A4,HP:0030160,Cervicitis,312,268.6,0.22,0.00033565314445356455,0.005791515193361727
CYP3A4,HP:0012398,Peripheral edema,5043,4862.5,0.05,0.0003613656322170659,0.00612578144087263
CYP3A4,HP:0100963,Hyperesthesia,643,580.5,0.15,0.00039696153223735405,0.006477004114264194
CYP3A4,HP:0002653,Bone pain,2118,2003.8,0.08,0.00045286287091598733,0.007241699787908476
CYP3A4,HP:0012710,Ingrown nail,354,308.9,0.2,0.00048208861192734493,0.007667788004523408
CYP3A4,HP:0030880,Raynaud phenomenon,527,472.5,0.16,0.0006075151400673606,0.009100953551784297
CYP3A4,HP:0012668,Vasovagal syncope,845,775.6,0.12,0.0006292113850861476,0.009353469243684465
CYP3A4,HP:0100651,Type I diabetes mellitus,927,854.5,0.12,0.0006585773082432739,0.009715272123512418
CYP3A4,HP:0002204,Pulmonary embolism,3003,2872.0,0.06,0.0007252071821561003,0.01053731488358394
CYP3A4,HP:0008209,Premature ovarian insufficiency,478,427.7,0.16,0.0008486641788660411,0.011808531065792641
CYP3A4,HP:0000934,Chondrocalcinosis,146,119.2,0.29,0.0008643615945967441,0.011903357305750477
CYP3A4,HP:0000029,Testicular atrophy,45,31.1,0.53,0.0009562914599954226,0.012968654360990556
CYP3A4,HP:0009733,Glioma,71,53.1,0.42,0.001011131407912801,0.013429631929838405
CYP3A4,HP:0030811,Tongue pain,1064,990.7,0.1,0.0012704834656978748,0.0160471195912493
CYP3A4,HP:0006000,Ureteral obstruction,804,740.7,0.12,0.0013167987214835783,0.016524113826409188
CYP3A4,HP:0002578,Gastroparesis,39,26.6,0.55,0.0013512172287393571,0.0167742725842662
CYP3A4,HP:0002664,Neoplasm,1546,1459.0,0.08,0.0015595504072674479,0.018661493263432465
CYP3A4,HP:0002113,Pulmonary infiltrates,2229,2124.6,0.07,0.0016129638484070944,0.01912302231317
CYP3A4,HP:0009071,Inflammatory myopathy,1070,999.0,0.1,0.001800696747581145,0.021116426306012084
CYP3A4,HP:0001480,Freckling,68,51.5,0.4,0.001895164228356709,0.021996425653449492
CYP3A4,HP:0000818,Abnormality of the endocrine system,932,870.7,0.1,0.0035807504599785034,0.03642000138899188
CYP3A4,HP:0012384,Rhinitis,1244,1173.4,0.08,0.003760845560902745,0.037754982059452234
CYP3A4,HP:0001004,Lymphedema,668,617.4,0.11,0.004281460053318562,0.041577495241397595
CYP3A4,HP:0000573,Retinal hemorrhage,624,575.5,0.12,0.0045182808319052335,0.04333289184941372
CYP3A4,HP:0000709,Psychosis,1597,1518.8,0.07,0.004613369788053373,0.043839130387999574
CYP3A4,HP:0002015,Dysphagia,3579,3462.0,0.05,0.004779184642049869,0.04440276115750659
CYP3A4,HP:0001051,Seborrheic dermatitis,321,286.9,0.16,0.004894152133138775,0.04466083792535445
CYP3A4,HP:0100576,Amaurosis fugax,124,103.4,0.26,0.005064413065062637,0.04584064753270981
CYP3A4,HP:0002329,Drowsiness,3744,3626.8,0.05,0.005609533645917575,0.04995586991122449
SLCO1B1 (OATP1B1),HP:0001627,Abnormal heart morphology,47,11.1,2.09,3.061635693713316e-16,3.944407318733989e-13
SLCO1B1 (OATP1B1),HP:0001880,Increased total eosinophil count,116,51.8,1.16,5.396577412058079e-15,5.214442924401119e-12
SLCO1B1 (OATP1B1),HP:0001643,Patent ductus arteriosus,37,7.7,2.26,1.0460313981795137e-14,6.926105143667435e-12
SLCO1B1 (OATP1B1),HP:0030049,Brain abscess,38,9.4,2.01,9.93685256449303e-13,4.800741895220694e-10
SLCO1B1 (OATP1B1),HP:0001541,Ascites,165,90.8,0.86,9.503726277385313e-13,4.800741895220694e-10
SLCO1B1 (OATP1B1),HP:0012819,Myocarditis,65,24.7,1.4,6.146101478637637e-12,1.979556851244539e-09
SLCO1B1 (OATP1B1),HP:0001629,Ventricular septal defect,37,9.7,1.93,9.46538070668823e-12,2.6131211736678576e-09
SLCO1B1 (OATP1B1),HP:0001941,Acidosis,167,95.3,0.81,1.1298206785510307e-11,2.911171281733156e-09
SLCO1B1 (OATP1B1),HP:0012399,Pressure ulcer,101,49.6,1.02,6.288529199054181e-11,1.1573888263973527e-08
SLCO1B1 (OATP1B1),HP:0001873,Thrombocytopenia,259,172.7,0.59,3.288341395499772e-10,5.295599789002758e-08
SLCO1B1 (OATP1B1),HP:0002149,Hyperuricemia,81,38.6,1.07,1.1699841755381354e-09,1.5889799257755936e-07
SLCO1B1 (OATP1B1),HP:0000979,Purpura,82,41.0,1.0,7.872883937895973e-09,7.80222985127383e-07
SLCO1B1 (OATP1B1),HP:0002586,Peritonitis,97,51.9,0.9,1.001744542960728e-08,9.603652479856846e-07
SLCO1B1 (OATP1B1),HP:0100507,Decreased circulating folate concentration,27,7.8,1.79,4.2160605678898204e-08,3.467037041466842e-06
SLCO1B1 (OATP1B1),HP:0002878,Respiratory failure,239,166.5,0.52,5.1459277162989015e-08,4.143543879894844e-06
SLCO1B1 (OATP1B1),HP:0001876,Pancytopenia,192,128.1,0.58,6.034967337956751e-08,4.760234441061804e-06
SLCO1B1 (OATP1B1),HP:0000952,Jaundice,137,84.5,0.7,6.576716404221123e-08,5.0838017804629285e-06
SLCO1B1 (OATP1B1),HP:0001399,Hepatic failure,149,94.5,0.66,1.0012537382749791e-07,7.442010958524605e-06
SLCO1B1 (OATP1B1),HP:0002240,Hepatomegaly,133,82.1,0.7,1.1055446233525742e-07,7.912833276403148e-06
SLCO1B1 (OATP1B1),HP:0003228,Hypernatremia,94,53.2,0.82,1.965539548831188e-07,1.2453787469233675e-05
SLCO1B1 (OATP1B1),HP:0000083,Renal insufficiency,269,195.7,0.46,2.852022245262043e-07,1.749693012371079e-05
SLCO1B1 (OATP1B1),HP:0000100,Nephrotic syndrome,50,23.0,1.12,5.657970284686092e-07,3.169283355117644e-05
SLCO1B1 (OATP1B1),HP:0001909,Leukemia,87,49.5,0.81,6.803015166896354e-07,3.5531964351424876e-05
SLCO1B1 (OATP1B1),HP:0001019,Erythroderma,61,31.1,0.97,1.0337395595564392e-06,5.0574726552982756e-05
SLCO1B1 (OATP1B1),HP:0001298,Encephalopathy,135,87.5,0.63,1.1062208053949415e-06,5.344429266064311e-05
SLCO1B1 (OATP1B1),HP:0001913,Decreased total granulocyte count,91,53.3,0.77,1.2816851110154321e-06,6.115695005030426e-05
SLCO1B1 (OATP1B1),HP:0002107,Pneumothorax,101,61.3,0.72,1.584801562973361e-06,7.37982896493017e-05
SLCO1B1 (OATP1B1),HP:0000495,Recurrent corneal erosions,26,9.2,1.5,3.2388723948289645e-06,0.0001390915756223772
SLCO1B1 (OATP1B1),HP:0012114,Endometrial carcinoma,21,6.5,1.7,3.482911842269818e-06,0.00014632015511274832
SLCO1B1 (OATP1B1),HP:0100523,Liver abscess,30,11.6,1.37,3.4480709309782187e-06,0.00014632015511274832
SLCO1B1 (OATP1B1),HP:0001695,Cardiac arrest,193,137.6,0.49,3.686604335512755e-06,0.00015158218890166806
SLCO1B1 (OATP1B1),HP:0001698,Pericardial effusion,145,99.3,0.55,8.063058577190821e-06,0.0002938352745245517
SLCO1B1 (OATP1B1),HP:0030151,Cholangitis,42,19.9,1.08,8.559105677586506e-06,0.0003063050318877023
SLCO1B1 (OATP1B1),HP:0001942,Metabolic acidosis,137,94.6,0.53,1.997167403556504e-05,0.0006410706952558648
SLCO1B1 (OATP1B1),HP:0012416,Hypercapnia,44,22.2,0.99,2.4109938762685696e-05,0.0007395628041093668
SLCO1B1 (OATP1B1),HP:0012486,Myelitis,23,8.5,1.43,2.4737141459813302e-05,0.0007528271790722709
SLCO1B1 (OATP1B1),HP:0002088,Abnormal lung morphology,131,90.4,0.53,2.9951133381220448e-05,0.0008904702347570542
SLCO1B1 (OATP1B1),HP:0006530,Abnormal pulmonary interstitial morphology,113,75.9,0.57,3.3562475989526435e-05,0.0009753305992445089
SLCO1B1 (OATP1B1),HP:0002383,Infectious encephalitis,47,24.8,0.92,3.696000635533651e-05,0.0010660479445028029
SLCO1B1 (OATP1B1),HP:0002148,Hypophosphatemia,60,34.5,0.8,4.3254658830137726e-05,0.0011895662925600402
SLCO1B1 (OATP1B1),HP:0002913,Myoglobinuria,82,51.6,0.67,4.657389980558452e-05,0.0012676628362576349
SLCO1B1 (OATP1B1),HP:0002202,Pleural effusion,228,174.5,0.39,4.871847935129993e-05,0.0013167616971522674
SLCO1B1 (OATP1B1),HP:0040184,Oral bleeding,45,23.7,0.93,4.967874623648156e-05,0.0013241955462344912
SLCO1B1 (OATP1B1),HP:0000031,Epididymitis,22,8.7,1.34,9.017969152683134e-05,0.002087092860785647
SLCO1B1 (OATP1B1),HP:0001882,Decreased total leukocyte count,134,95.9,0.48,0.00011768252903626167,0.002555297610815457
SLCO1B1 (OATP1B1),HP:0001878,Hemolytic anemia,58,34.3,0.76,0.00012161313702148333,0.0026096349709666265
SLCO1B1 (OATP1B1),HP:0002249,Melena,95,64.2,0.57,0.00016510704163545076,0.0032777560911417957
SLCO1B1 (OATP1B1),HP:0000077,Abnormality of the kidney,140,101.8,0.46,0.00016339776555647677,0.0032777560911417957
SLCO1B1 (OATP1B1),HP:0000639,Nystagmus,54,31.9,0.76,0.0001895679207105767,0.0036634000677318946
SLCO1B1 (OATP1B1),HP:0001371,Flexion contracture,36,18.9,0.93,0.00025381883351090515,0.004645393548257484
SLCO1B1 (OATP1B1),HP:0002905,Hyperphosphatemia,28,13.3,1.07,0.00025740117327507206,0.004648857638823147
SLCO1B1 (OATP1B1),HP:0001663,Ventricular fibrillation,92,62.8,0.55,0.0002893226141793553,0.005129504145886276
SLCO1B1 (OATP1B1),HP:0000976,Eczematoid dermatitis,67,43.0,0.64,0.00037381663253090874,0.006281744716225923
SLCO1B1 (OATP1B1),HP:0002121,Generalized non-motor (absence) seizure,62,39.1,0.67,0.00038076611280651504,0.006343366491367158
SLCO1B1 (OATP1B1),HP:0001631,Atrial septal defect,32,16.5,0.96,0.0003971668758293956,0.006477004114264194
SLCO1B1 (OATP1B1),HP:0002170,Intracranial hemorrhage,56,35.1,0.67,0.0006045200950361587,0.009091323608228613
SLCO1B1 (OATP1B1),HP:0100584,Endocarditis,52,32.2,0.69,0.0007319903508363695,0.01059604009731299
SLCO1B1 (OATP1B1),HP:0001392,Abnormality of the liver,111,81.7,0.44,0.001043985536208068,0.013724503732803343
SLCO1B1 (OATP1B1),HP:0002133,Status epilepticus,40,23.5,0.77,0.0010873081101804942,0.014149649312618216
SLCO1B1 (OATP1B1),HP:0002153,Hyperkalemia,131,99.1,0.4,0.001117845591445143,0.014401577369784927
SLCO1B1 (OATP1B1),HP:0010307,Stridor,32,17.8,0.85,0.0013535830703760897,0.0167742725842662
SLCO1B1 (OATP1B1),HP:0005110,Atrial fibrillation,203,163.5,0.31,0.001416605648466449,0.017478176478591678
SLCO1B1 (OATP1B1),HP:0012410,Pure red cell aplasia,43,26.2,0.71,0.0014722207799382715,0.01780682139421811
SLCO1B1 (OATP1B1),HP:0004313,Decreased circulating immunoglobulin concentration,24,12.2,0.98,0.0015678868502458324,0.018703341593210316
SLCO1B1 (OATP1B1),HP:0009806,Nephrogenic diabetes insipidus,26,13.7,0.92,0.0018329164480607569,0.02137470213589189
SLCO1B1 (OATP1B1),HP:0001919,Acute kidney injury,228,187.6,0.28,0.002064677810421498,0.02353976323681148
SLCO1B1 (OATP1B1),HP:0001903,Anemia,317,269.2,0.24,0.002162924331690247,0.024515256721357195
SLCO1B1 (OATP1B1),HP:0002239,Gastrointestinal hemorrhage,166,132.3,0.33,0.002344374966384769,0.02626379491326705
SLCO1B1 (OATP1B1),HP:0010550,Paraplegia,32,18.7,0.78,0.0028254811145729535,0.0306755182804058
SLCO1B1 (OATP1B1),HP:0003201,Rhabdomyolysis,118,90.5,0.38,0.002930160996574674,0.03111283585648658
SLCO1B1 (OATP1B1),HP:0001997,Gout,89,65.5,0.44,0.0029968480813271307,0.03164704326319497
SLCO1B1 (OATP1B1),HP:0002480,Hepatic encephalopathy,46,29.9,0.62,0.003441016084887103,0.03544359082275554
SLCO1B1 (OATP1B1),HP:0002858,Meningioma,31,18.3,0.76,0.0038247460942099193,0.03819804561788459
SLCO1B1 (OATP1B1),HP:0001701,Pericarditis,54,36.8,0.55,0.004238908686434817,0.04137217695219841
SLCO1B1 (OATP1B1),HP:0000365,Hearing impairment,136,108.0,0.33,0.004741434227116747,0.044297188768835226
SLCO1B1 (OATP1B1),HP:0006516,Hypersensitivity pneumonitis,25,14.0,0.83,0.004771915450384477,0.04440276115750659
SLCO1B1 (OATP1B1),HP:0001974,Increased total leukocyte count,115,89.4,0.36,0.004869702369670952,0.04466083792535445
